"","Name","House","Sentence"
"943","Molly Weasley","Gryffindor","All you've got do is walk straight at the wall between platforms 9 and 10."
"944","Molly Weasley","Gryffindor","Best do it at a bit of a run if you're nervous."
"945","Arthur Weasley","Gryffindor",NA
"946","Quirinus Quirrell","Ravenclaw","Harry Potter. Can't tell you how pleased I am to meet you."
"947","Quirinus Quirrell","Ravenclaw","Fearfully fascinating subject."
"948","Quirinus Quirrell","Ravenclaw","Not that you need it, eh, Potter?"
"949","Quirinus Quirrell","Ravenclaw","Oh, yes, of course."
"950","Quirinus Quirrell","Ravenclaw","TROLL! IN THE DUNGEON!"
"951","Quirinus Quirrell","Ravenclaw","T-TROOLLL IN THE DUNGEON!!"
"952","Quirinus Quirrell","Ravenclaw","Thought you ought to know."
"953","Quirinus Quirrell","Ravenclaw","Perhaps you ought to go..."
"954","Quirinus Quirrell","Ravenclaw","M-might wake up...heh.Ahh! Hehe...."
"955","Quirinus Quirrell","Ravenclaw","Severus...I-I thought..."
"956","Quirinus Quirrell","Ravenclaw","W-what do you m-mean?"
"957","Quirinus Quirrell","Ravenclaw","Yes. He does seem the type, doesn't he?"
"958","Quirinus Quirrell","Ravenclaw","Next to him, who would suspect, """"p-p-poor s-stuttering Professor Quirrell?"""""
"959","Quirinus Quirrell","Ravenclaw","No, dear boy. I tried to kill you!"
"960","Quirinus Quirrell","Ravenclaw","And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded."
"961","Quirinus Quirrell","Ravenclaw","Even with Snape muttering his little counter-curse."
"962","Quirinus Quirrell","Ravenclaw","I knew you were a danger right from the off."
"963","Quirinus Quirrell","Ravenclaw","Especially after Halloween."
"964","Quirinus Quirrell","Ravenclaw","Very good Potter, yes."
"965","Quirinus Quirrell","Ravenclaw","Snape, unfortunately, wasn't fooled."
"966","Quirinus Quirrell","Ravenclaw","While everyone else was running to the dungeon, he went to the 3rd floor to head me off."
"967","Quirinus Quirrell","Ravenclaw","He, of course, never trusted me again."
"968","Quirinus Quirrell","Ravenclaw","He rarely left me alone."
"969","Quirinus Quirrell","Ravenclaw","But he doesn't understand."
"970","Quirinus Quirrell","Ravenclaw","I'm never alone. Never."
"971","Quirinus Quirrell","Ravenclaw","Now...what does this mirror do?"
"972","Quirinus Quirrell","Ravenclaw","I see what I desire."
"973","Quirinus Quirrell","Ravenclaw","I see myself holding the stone."
"974","Quirinus Quirrell","Ravenclaw","But how do I get it?"
"975","Quirinus Quirrell","Ravenclaw","Come here, Potter, now!"
"976","Quirinus Quirrell","Ravenclaw","Tell me. What do you see?"
"977","Quirinus Quirrell","Ravenclaw","What is it?! What do you see?!"
"978","Quirinus Quirrell","Ravenclaw","Tell the truth! What do you see?!"
"979","Quirinus Quirrell","Ravenclaw","Master, you are not strong enough."
"980","Quirinus Quirrell","Ravenclaw","Ahh! Ahh! What is this magic?"
"981","Quirinus Quirrell","Ravenclaw","Ahhhhhhhhhh!"
"982","Cho Chang","Ravenclaw",NA
"983","Luna Lovegood","Ravenclaw",NA
"984","Gilderoy Lockhart","Ravenclaw",NA
"985","Filius Flitwick","Ravenclaw","One of a wizard's most rudimentary skills is levitation the ability to make objects fly."
"986","Filius Flitwick","Ravenclaw","Uh, do you all have your feathers? Good."
"987","Filius Flitwick","Ravenclaw","Now, uh, don't forget the nice wrist movement we've been practicing, hmm?"
"988","Filius Flitwick","Ravenclaw","The swish and flick. Everyone."
"989","Filius Flitwick","Ravenclaw","Good."
"990","Filius Flitwick","Ravenclaw","And enunciate."
"991","Filius Flitwick","Ravenclaw","Wingardium Leviosa."
"992","Filius Flitwick","Ravenclaw","Off you go then."
"993","Filius Flitwick","Ravenclaw","Oh, well done!"
"994","Filius Flitwick","Ravenclaw","See here, everyone!"
"995","Filius Flitwick","Ravenclaw","Ms. Granger's done it!"
"996","Filius Flitwick","Ravenclaw","Oh, splendid!"
"997","Filius Flitwick","Ravenclaw","Whooaaa! Ooh."
"998","Sybill Patricia Trelawney","Ravenclaw",NA
"999","Garrick Ollivander","Ravenclaw","I wondered when I'd be seeing you, Mr. Potter."
"1000","Garrick Ollivander","Ravenclaw","It seems only yesterday that your mother and father were in here buying their first wands."
"1001","Garrick Ollivander","Ravenclaw","Here we are."
"1002","Garrick Ollivander","Ravenclaw","Give it a wave."
"1003","Garrick Ollivander","Ravenclaw","Apparently not."
"1004","Garrick Ollivander","Ravenclaw","Perhapsâ€¦ this"
"1005","Garrick Ollivander","Ravenclaw","No, no, definitely not."
"1006","Garrick Ollivander","Ravenclaw","No matter."
"1007","Garrick Ollivander","Ravenclaw","I wonder.. Curious."
"1008","Garrick Ollivander","Ravenclaw","Very curious."
"1009","Garrick Ollivander","Ravenclaw","I remember every wand I've ever sold, Mr. Potter."
"1010","Garrick Ollivander","Ravenclaw","It so happens that the phoenix whose tail feather resides in your wand, gave another feather."
"1011","Garrick Ollivander","Ravenclaw","Just one other."
"1012","Garrick Ollivander","Ravenclaw","It is curious that you should be destined for this wand when its brother gave you that scar."
"1013","Garrick Ollivander","Ravenclaw","We do not speak his name."
"1014","Garrick Ollivander","Ravenclaw","The wand chooses the wizard, Mr. Potter."
"1015","Garrick Ollivander","Ravenclaw","It's not always clear why."
"1016","Garrick Ollivander","Ravenclaw","But I think it is clear that we can expect great things from you."
"1017","Garrick Ollivander","Ravenclaw","After all, He-Who-Must-Not-Be-Named did great things."
"1018","Garrick Ollivander","Ravenclaw","Terrible yes, but great"
"1019","Myrtle Elizabeth Warren (Moaning Myrtle)","Ravenclaw",NA
"1020","Padma Patil","Ravenclaw",NA
"1021","Michael Corner","Ravenclaw",NA
"1022","Marietta Edgecombe","Ravenclaw",NA
"1023","Terry Boot","Ravenclaw",NA
"1024","Anthony Goldstein","Ravenclaw",NA
"1025","Severus Snape","Slytherin","There will be no foolish wand-waving or silly incantations in this class."
"1026","Severus Snape","Slytherin","As such, I don't expect many of you to appreciate the subtle science and exact art that is potion-making."
"1027","Severus Snape","Slytherin","However, for those select few who possess the predisposition I can teach you how to bewitch the mind and ensnare the senses."
"1028","Severus Snape","Slytherin","I can tell you how to bottle fame brew glory and even put a stopper in death."
"1029","Severus Snape","Slytherin","Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confident enough to not pay attention."
"1030","Severus Snape","Slytherin","Mr. Potter."
"1031","Severus Snape","Slytherin","Our new celebrity."
"1032","Severus Snape","Slytherin","Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?"
"1033","Severus Snape","Slytherin","You don't know? Well, let's try again."
"1034","Severus Snape","Slytherin","Where, Mr Potter, would you look if I asked you to find me a bezoar?"
"1035","Severus Snape","Slytherin","And what is the difference between monkshood and wolfsbane?"
"1036","Severus Snape","Slytherin","Pity."
"1037","Severus Snape","Slytherin","Clearly, fame isn't everything is it, Mr. Potter?"
"1038","Severus Snape","Slytherin","Silence."
"1039","Severus Snape","Slytherin","Put your hand down, you silly girl!"
"1040","Severus Snape","Slytherin","For your information, Potter"
"1041","Severus Snape","Slytherin","Asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of the Living Dead."
"1042","Severus Snape","Slytherin","A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons."
"1043","Severus Snape","Slytherin","As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite."
"1044","Severus Snape","Slytherin","Well..."
"1045","Severus Snape","Slytherin","Why aren't you all copying this down?"
"1046","Severus Snape","Slytherin","And Gryffindors note that five points will be taken from your house for your classmate's cheek."
"1047","Severus Snape","Slytherin","Good luck today, Potter."
"1048","Severus Snape","Slytherin","Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin."
"1049","Severus Snape","Slytherin","What? Oh!"
"1050","Severus Snape","Slytherin","You don't want me as your enemy, Quirrell."
"1051","Severus Snape","Slytherin","You know perfectly well what I mean."
"1052","Severus Snape","Slytherin","We'll have another chat soon..."
"1053","Severus Snape","Slytherin","When you've had time to decide where your loyalties lie."
"1054","Severus Snape","Slytherin","Good afternoon."
"1055","Severus Snape","Slytherin","Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?"
"1056","Severus Snape","Slytherin","You want to be careful."
"1057","Severus Snape","Slytherin","People will think you're up to something."
"1058","Draco Malfoy","Slytherin","Wingardium Levio-saaa."
"1059","Draco Malfoy","Slytherin","No!"
"1060","Vincent Crabbe","Slytherin",NA
"1061","Gregory Goyle","Slytherin",NA
"1062","Bellatrix Lestrange","Slytherin",NA
"1063","Dolores Jane Umbridge","Slytherin",NA
"1064","Horace Eugene Flaccus Slughorn","Slytherin",NA
"1065","Lucius Malfoy","Slytherin","It's true then, what they're saying on the train."
"1066","Lucius Malfoy","Slytherin","Harry Potter has come to Hogwarts."
"1067","Lucius Malfoy","Slytherin","This is Crabbe, and Goyle."
"1068","Lucius Malfoy","Slytherin","And I'm Malfoy."
"1069","Lucius Malfoy","Slytherin","Draco Malfoy."
"1070","Lucius Malfoy","Slytherin","Think my name's funny, do you?"
"1071","Lucius Malfoy","Slytherin","I've no need to ask yours."
"1072","Lucius Malfoy","Slytherin","Red hair and a hand-me-down robe?"
"1073","Lucius Malfoy","Slytherin","You must be a Weasley."
"1074","Lucius Malfoy","Slytherin","We'll soon find out that some wizarding families are better than others, Potter."
"1075","Lucius Malfoy","Slytherin","You don't want to go making friends with the wrong sort."
"1076","Lucius Malfoy","Slytherin","I can help you there."
"1077","Lucius Malfoy","Slytherin","Up."
"1078","Lucius Malfoy","Slytherin","Did you see his face?"
"1079","Lucius Malfoy","Slytherin","Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse."
"1080","Lucius Malfoy","Slytherin","No. I think I'll leave it somewhere for Longbottom to find."
"1081","Lucius Malfoy","Slytherin","How about on the roof?"
"1082","Lucius Malfoy","Slytherin","What's the matter, Potter?"
"1083","Lucius Malfoy","Slytherin","Bit beyond your reach?"
"1084","Lucius Malfoy","Slytherin","Is that so?"
"1085","Lucius Malfoy","Slytherin","Have it your way, then."
"1086","Lucius Malfoy","Slytherin","Excuse me, Professor."
"1087","Lucius Malfoy","Slytherin","Perhaps I heard you wrong."
"1088","Lucius Malfoy","Slytherin","I thought you said...""""the four of us."""""
"1089","Lucius Malfoy","Slytherin","The forest? I thought that was a joke!"
"1090","Lucius Malfoy","Slytherin","We can't go in there."
"1091","Lucius Malfoy","Slytherin","Students aren't allowed."
"1092","Lucius Malfoy","Slytherin","And there are...werewolves!"
"1093","Lucius Malfoy","Slytherin","Okay. Then I get Fang!"
"1094","Lucius Malfoy","Slytherin","You wait till my father hears about this."
"1095","Lucius Malfoy","Slytherin","This is servant's stuff."
"1096","Lucius Malfoy","Slytherin","Scared, Potter?!"
"1097","Lucius Malfoy","Slytherin","Did you hear that?"
"1098","Lucius Malfoy","Slytherin","Come on, Fang.  Scared."
"1099","Lucius Malfoy","Slytherin","AHHHHHHHHH!!! AHHH! HELP!!!!!"
"1100","Lucius Malfoy","Slytherin","Nice one, Mate!"
"1101","Narcissa Malfoy","Slytherin",NA
"1102","Regulus Arcturus Black","Slytherin",NA
"1103","Pansy Parkinson","Slytherin",NA
"1104","Blaise Zabini","Slytherin",NA
"1105","Tom Marvolo Riddle","Slytherin","Ah, Hagrid! The usual, I presume?"
"1106","Tom Marvolo Riddle","Slytherin","Bless my soul."
"1107","Tom Marvolo Riddle","Slytherin","It's Harry Potter!"
"1108","Theodore Nott","Slytherin",NA
"1109","Rodolphus Lestrange","Slytherin",NA
"1110","Millicent Bulstrode","Slytherin",NA
"1111","Graham Montague","Slytherin",NA
"1112","Bloody Baron","Slytherin",NA
"1113","Marcus Flint","Slytherin",NA
"1114","Penelope Clearwater","Ravenclaw",NA
"1115","Roger Davies","Ravenclaw",NA
"1116","Marcus Belby","Ravenclaw",NA
"1117","Salazar Slytherin","Slytherin",NA
"1118","Godric Gryffindor","Gryffindor",NA
"1119","Rowena Ravenclaw","Ravenclaw",NA
"1120","Nicholas de Mimsy-Porpington","Gryffindor","Hello! How are you?"
"1121","Nicholas de Mimsy-Porpington","Gryffindor","Welcome to Gryffindor."
"1122","Nicholas de Mimsy-Porpington","Gryffindor","Dismal. Once again, my request to join the Headless Hunt has been denied."
"1123","Nicholas de Mimsy-Porpington","Gryffindor","I prefer Sir Nicholas, if you don't mind."
"1124","Nicholas de Mimsy-Porpington","Gryffindor","Like this."
"1125","Nicholas de Mimsy-Porpington","Gryffindor","Have you heard?Â "
"1126","Nicholas de Mimsy-Porpington","Gryffindor","Harry Potter's the new Gryffindor Seeker."
"1127","Nicholas de Mimsy-Porpington","Gryffindor","I always knew hed do well."
"1128","Cuthbert Binns",NA,NA
"1129","Barty Crouch Jr.",NA,NA
"1130","Charity Burbage",NA,NA
"1131","Firenze",NA,"Harry Potter, you must leave."
"1132","Firenze",NA,"You are known to many creatures here."
"1133","Firenze",NA,"The forest is not safe at this time."
"1134","Firenze",NA,"Especially for you."
"1135","Firenze",NA,"A monstrous creature."
"1136","Firenze",NA,"It is a terrible crime to slay a unicorn."
"1137","Firenze",NA,"Drinking the blood of a unicorn will keep you alive even if you are an inch from death."
"1138","Firenze",NA,"But at a terrible price."
"1139","Firenze",NA,"You have slain something so pure that the moment the blood touches your lips, you will have a half-life."
"1140","Firenze",NA,"A cursed life."
"1141","Firenze",NA,"Can you think of no one?"
"1142","Firenze",NA,"Do you know what is hidden in the school at this very moment?"
"1143","Firenze",NA,"Harry Potter, this is where I leave you."
"1144","Firenze",NA,"You're safe now. Good luck."
"1145","Alecto Carrow","Slytherin",NA
"1146","Amycus Carrow","Slytherin",NA
"1147","Helga Hufflepuff","Hufflepuff",NA
"1148","Fat Friar","Hufflepuff",NA
"1149","Helena Ravenclaw","Ravenclaw",NA
"1150","Nymphadora Tonks","Hufflepuff",NA
"1151","Pomona Sprout","Hufflepuff",NA
"1152","Newton Scamander","Hufflepuff",NA
"1153","Cedric Diggory","Hufflepuff",NA
"1154","Justin Finch-Fletchley","Hufflepuff",NA
"1155","Zacharias Smith","Hufflepuff",NA
"1156","Hannah Abbott","Hufflepuff",NA
"1157","Ernest Macmillan","Hufflepuff",NA
"1158","Susan Bones","Hufflepuff",NA
"1159","Walden Macnair","Slytherin",NA
"1160","Augustus Rookwood","Slytherin",NA
"1161","Antonin Dolohov","Slytherin",NA
"1162","Corban Yaxley","Slytherin",NA
"1163","Igor Karkaroff",NA,NA
"1164","Kingsley Shacklebolt",NA,NA
"1165","Alastor Moody",NA,NA
"1166","Alice Longbottom",NA,NA
"1167","Frank Longbottom","Gryffindor",NA
"1168","Rufus Scrimgeour",NA,NA
"1169","Cornelius Oswald Fudge",NA,NA
"1170","Barty Crouch Sr.",NA,NA
"1171","Amos Diggory",NA,NA
"1172","Dedalus Diggle",NA,NA
"1173","Elphias Doge",NA,NA
"1174","Fleur Isabelle Delacour","Beauxbatons Academy of Magic",NA
"1175","Aberforth Dumbledore",NA,NA
"1176","Mundungus Fletcher",NA,NA
"1177","Sturgis Podmore",NA,NA
"1178","Hestia Jones",NA,NA
"1179","Marlene McKinnon",NA,NA
"1180","Fabian Prewett",NA,NA
"1181","Gideon Prewett",NA,NA
"1182","Emmeline Vance",NA,NA
"1183","Edgar Bones","Hufflepuff",NA
"1184","Dorcas Meadowes",NA,NA
"1185","Benjy Fenwick",NA,NA
"1186","Madame Olympe Maxime","Beauxbatons Academy of Magic",NA
"1187","Gabrielle Delacour","Beauxbatons Academy of Magic",NA
"1188","Viktor Krum","Durmstrang Institute",NA
"1189","Petunia Dursley",NA,"Up. Get up!"
"1190","Petunia Dursley",NA,"Now!"
"1191","Petunia Dursley",NA,"Here he comes, the birthday boy."
"1192","Petunia Dursley",NA,"Why don't you just cook the breakfast, and try not to burn anything."
"1193","Petunia Dursley",NA,"I want everything to be perfect for my Dudley's special day!"
"1194","Petunia Dursley",NA,"Aren't they wonderful, darling?"
"1195","Petunia Dursley",NA,"Oh, now, now, now."
"1196","Petunia Dursley",NA,"This is what we're going to do..."
"1197","Petunia Dursley",NA,"is that when we go out, we're going to buy you two new presents."
"1198","Petunia Dursley",NA,"How's that, pumpkin?"
"1199","Petunia Dursley",NA,"It should be a lovely day at the zoo."
"1200","Petunia Dursley",NA,"I'm really looking forward to it."
"1201","Petunia Dursley",NA,"My darling boy!"
"1202","Petunia Dursley",NA,"How did you get in there?"
"1203","Petunia Dursley",NA,"Who did this?"
"1204","Petunia Dursley",NA,"How did you get in there?"
"1205","Petunia Dursley",NA,"ls there a snake?"
"1206","Petunia Dursley",NA,"It's all right, sweetheart."
"1207","Petunia Dursley",NA,"We'll get you out of these cold clothes."
"1208","Petunia Dursley",NA,"And smile!"
"1209","Petunia Dursley",NA,"Vernon, just look at him!"
"1210","Petunia Dursley",NA,"I can't believe it!"
"1211","Petunia Dursley",NA,"In just a week, he'll be off to Smeltings."
"1212","Petunia Dursley",NA,"What? You? Go to Smeltings?"
"1213","Petunia Dursley",NA,"Don't be so stupid!"
"1214","Petunia Dursley",NA,"You're going to go to the state school."
"1215","Petunia Dursley",NA,"Where you belong."
"1216","Petunia Dursley",NA,"This is what you'll going to be wearing, when I finish dyeing it."
"1217","Petunia Dursley",NA,"It'll fit you well enough."
"1218","Petunia Dursley",NA,"Go get the post. Go!"
"1219","Petunia Dursley",NA,"Have a lovely day at the office, dear."
"1220","Petunia Dursley",NA,"Of course we knew."
"1221","Petunia Dursley",NA,"How could you not be?"
"1222","Petunia Dursley",NA,"My perfect sister being who she was."
"1223","Petunia Dursley",NA,"My mother and father were so proud the day she got her letter."
"1224","Petunia Dursley",NA,"We have a witch in the family."
"1225","Petunia Dursley",NA,"Isn't it wonderful?"""""
"1226","Petunia Dursley",NA,"I was the only one to see her for what she was."
"1227","Petunia Dursley",NA,"A freak!"
"1228","Petunia Dursley",NA,"Then she met that Potter, and then she had you..."
"1229","Petunia Dursley",NA,"and I knew you would be the same."
"1230","Petunia Dursley",NA,"Just as strange, just as abnormal."
"1231","Petunia Dursley",NA,"And then, if you please, she went and got herself blown up!"
"1232","Petunia Dursley",NA,"And we got landed with you."
"1233","Petunia Dursley",NA,"We had to say something."
"1234","Vernon Dursley",NA,"Happy birthday, son."
"1235","Vernon Dursley",NA,"Hurry up! Bring my coffee, boy."
"1236","Vernon Dursley",NA,"36. Counted them myself."
"1237","Vernon Dursley",NA,"But some of them are quite a bit bigger than last year's."
"1238","Vernon Dursley",NA,"I'm warning you now, boy."
"1239","Vernon Dursley",NA,"Any funny business, any at all..."
"1240","Vernon Dursley",NA,"And you won't have any meals for a week."
"1241","Vernon Dursley",NA,"Get in."
"1242","Vernon Dursley",NA,"Move!"
"1243","Vernon Dursley",NA,"What happened?"
"1244","Vernon Dursley",NA,"There's no such thing as magic."
"1245","Vernon Dursley",NA,"Caveat Smeltonia."
"1246","Vernon Dursley",NA,"Proudest moment of my life."
"1247","Vernon Dursley",NA,"Marge is ill. Ate a funny whelk."
"1248","Vernon Dursley",NA,"Yours? Who'd be writing to you?"
"1249","Vernon Dursley",NA,"No more mail through this letterbox."
"1250","Vernon Dursley",NA,"Shoo! Go on."
"1251","Vernon Dursley",NA,"Fine day, Sunday."
"1252","Vernon Dursley",NA,"In my opinion, best day of the week."
"1253","Vernon Dursley",NA,"Why is that, Dudley?"
"1254","Vernon Dursley",NA,"Right you are, Harry!"
"1255","Vernon Dursley",NA,"No post on Sunday."
"1256","Vernon Dursley",NA,"No blasted letters today! No, sir."
"1257","Vernon Dursley",NA,"Not one single bloody letter. Not one!"
"1258","Vernon Dursley",NA,"No, sir, not one blasted, miserable..."
"1259","Vernon Dursley",NA,"Give me that!"
"1260","Vernon Dursley",NA,"Give me that letter!"
"1261","Vernon Dursley",NA,"That's it!"
"1262","Vernon Dursley",NA,"We're going away!"
"1263","Vernon Dursley",NA,"Far away, where they can't find us!"
"1264","Vernon Dursley",NA,"Who's there?"
"1265","Vernon Dursley",NA,"I demand that you leave at once, Sir!"
"1266","Vernon Dursley",NA,"You are breaking and entering!"
"1267","Vernon Dursley",NA,"He will not be going there!"
"1268","Vernon Dursley",NA,"We swore when we took him in we'd put a stop to all this rubbish."
"1269","Vernon Dursley",NA,"He'll not be going."
"1270","Vernon Dursley",NA,"I will not pay to have some crackpot old fool teach him magic tricks."
"1271","Dudley Dursley",NA,"Wake up, cousin!"
"1272","Dudley Dursley",NA,"We're going to the zoo!"
"1273","Dudley Dursley",NA,"How many are there?"
"1274","Dudley Dursley",NA,"36?! But last year... last year I had 37!"
"1275","Dudley Dursley",NA,"I don't care how big they are!"
"1276","Dudley Dursley",NA,"Make it move."
"1277","Dudley Dursley",NA,"Move!"
"1278","Dudley Dursley",NA,"He's boring."
"1279","Dudley Dursley",NA,"you won't believe what this snake is doing!"
"1280","Dudley Dursley",NA,"Mum! Mummy! Help me!"
"1281","Dudley Dursley",NA,"Dad, look! Harry's got a letter!"
"1282","Dudley Dursley",NA,"Stop it!"
"1283","Dudley Dursley",NA,"Mummy, what's happening?"
"1284","Dudley Dursley",NA,"Daddy's gone mad, hasn't he?"
"1285","Dudley Dursley",NA,"I'm not Harry."
"1286","Marge Dursley",NA,NA
"1287","Dennis Creevey","Gryffindor",NA
"1288","Albus Severus Potter","Slytherin",NA
"1289","Scorpius Hyperion Malfoy","Slytherin",NA
"1290","Edward Remus Lupin","Hufflepuff",NA
"1291","James Sirius Potter","Gryffindor",NA
"1292","Rose Granger-Weasley","Gryffindor",NA
"1293","Argus Filch",NA,NA
"1294","Poppy Pomfrey",NA,NA
"1295","Rolanda Hooch",NA,"Good afternoon, class."
"1296","Rolanda Hooch",NA,"Good afternoon, Amanda."
"1297","Rolanda Hooch",NA,"Good afternoon."
"1298","Rolanda Hooch",NA,"Welcome to your first flying lesson."
"1299","Rolanda Hooch",NA,"Well, what are you waiting for?"
"1300","Rolanda Hooch",NA,"Everyone step up to the left side of their broomstick."
"1301","Rolanda Hooch",NA,"Come on now, hurry up."
"1302","Rolanda Hooch",NA,"Stick your right hand over the broom and say, """"Up."""""
"1303","Rolanda Hooch",NA,"With feeling."
"1304","Rolanda Hooch",NA,"Now, once you've got hold of your broom, I want you to mount it."
"1305","Rolanda Hooch",NA,"And grip it tight, you don't wanna be sliding off the end."
"1306","Rolanda Hooch",NA,"When I blow my whistle, I want each of you to kick off from the ground, hard."
"1307","Rolanda Hooch",NA,"Keep your broom steady, hover for a moment"
"1308","Rolanda Hooch",NA,"Then lean forward slightly and touch back down."
"1309","Rolanda Hooch",NA,"On my whistle. Three, two..."
"1310","Rolanda Hooch",NA,"Mr. Longbottom."
"1311","Rolanda Hooch",NA,"Mr. Longbottom!"
"1312","Rolanda Hooch",NA,"Come back down this instant!"
"1313","Rolanda Hooch",NA,"Everyone out of the way!"
"1314","Rolanda Hooch",NA,"Oh, dear, it's a broken wrist."
"1315","Rolanda Hooch",NA,"Poor boy. Come on now, up you get."
"1316","Rolanda Hooch",NA,"Everyone's to keep their feet firmly on the ground while I take Mr Longbottom to the hospital wing."
"1317","Rolanda Hooch",NA,"Understand? If I see a single broom in the air the one riding it will find themselves out of Hogwarts before they can say, Quidditch."
"1318","Rolanda Hooch",NA,"Now, I want a nice clean game...from all of you."
"1319","Rolanda Hooch",NA,"Gryffindor win!"
"1320","Irma Pince",NA,NA
"1321","Aurora Sinistra",NA,NA
"1322","Septima Vector",NA,NA
"1323","Wilhelmina Grubbly-Plank",NA,NA
"1324","Fenrir Greyback",NA,NA
"1325","Gellert Grindelwald",NA,NA
"1326","Dobby",NA,NA
"1327","Kreacher",NA,NA
